rsvp_id,event_id,entity_id,attendee_email,event_name,event_type,event_date,venue,rsvp_status,registered_at
RSVP_000269,EVT_0027,E100535,aditya.tiwari@iitg.ac.in,Sports Tournament - aetas talus,Sports Tournament,2026-03-06T11:20:55.359Z,CC_LAB1,confirmed,2025-10-14T20:15:26.532Z
RSVP_000270,EVT_0027,E100741,aarav.jain@iitg.ac.in,Research Presentation - corroboro considero,Research Presentation,2026-03-02T23:43:37.670Z,AUD_MAIN,confirmed,2025-09-25T20:48:07.051Z
RSVP_000271,EVT_0028,E100055,ananya.malhotra@iitg.ac.in,Research Presentation - studio quam,Research Presentation,2026-02-01T03:05:35.115Z,LAB_201,declined,2025-09-29T18:06:51.990Z
RSVP_000272,EVT_0028,E100724,vihaan.gupta@iitg.ac.in,Festival Celebration - caveo adduco,Festival Celebration,2026-02-26T14:45:39.351Z,AC_101,declined,2025-10-05T13:35:42.768Z
RSVP_000273,EVT_0028,E100681,priya.singh@iitg.ac.in,Conference - despecto cupressus,Conference,2025-12-11T13:35:47.604Z,LAB_201,declined,2025-10-14T21:05:18.022Z
RSVP_000274,EVT_0028,E100038,vihaan.jain@iitg.ac.in,Seminar - villa aut,Seminar,2026-02-04T11:24:40.562Z,LAB_301,confirmed,2025-10-16T08:09:59.334Z
RSVP_000275,EVT_0028,E100863,krishna.bansal@iitg.ac.in,Sports Tournament - clibanus tertius,Sports Tournament,2025-12-20T16:22:55.130Z,HOSTEL_B,pending,2025-10-01T06:56:50.944Z
RSVP_000276,EVT_0028,E100973,anika.reddy@iitg.ac.in,Technical Workshop - coniuratio deficio,Technical Workshop,2025-10-30T18:04:50.187Z,AC_102,confirmed,2025-10-19T15:33:20.853Z
RSVP_000277,EVT_0028,E100631,siya.joshi@iitg.ac.in,Technical Workshop - totidem amo,Technical Workshop,2026-04-13T17:10:16.043Z,CC_LAB2,pending,2025-10-24T23:08:40.826Z
RSVP_000278,EVT_0028,E100669,aarav.sharma@iitg.ac.in,Research Presentation - amaritudo celebrer,Research Presentation,2026-03-09T03:19:06.374Z,AC_101,confirmed,2025-10-23T02:06:35.684Z
RSVP_000279,EVT_0028,E100719,siya.tiwari@iitg.ac.in,Research Presentation - dignissimos vorago,Research Presentation,2026-03-28T08:40:39.908Z,CC_LAB1,confirmed,2025-10-05T13:43:47.088Z
RSVP_000280,EVT_0028,E100546,tara.yadav@iitg.ac.in,Career Fair - vae totidem,Career Fair,2026-01-05T09:56:04.195Z,CC_LAB2,pending,2025-10-06T17:28:19.185Z
RSVP_000281,EVT_0029,E100822,ira.singh@iitg.ac.in,Research Presentation - damnatio vulnus,Research Presentation,2025-11-13T17:29:09.676Z,AC_301,confirmed,2025-10-21T15:46:47.423Z
RSVP_000282,EVT_0029,E100643,neha.saxena@iitg.ac.in,Guest Lecture - substantia pauper,Guest Lecture,2026-04-04T14:37:14.030Z,LIB_L3,confirmed,2025-10-19T16:30:07.067Z
RSVP_000283,EVT_0029,E100522,saanvi.arora@iitg.ac.in,Guest Lecture - degusto crebro,Guest Lecture,2026-04-12T04:13:39.966Z,GYM_MAIN,confirmed,2025-10-21T18:59:24.604Z
RSVP_000284,EVT_0029,E100592,aarav.mishra@iitg.ac.in,Festival Celebration - tametsi somnus,Festival Celebration,2025-12-28T18:36:53.512Z,ADMIN_OFFICE,confirmed,2025-10-17T05:15:56.607Z
RSVP_000285,EVT_0029,E100888,arjun.tiwari@iitg.ac.in,Sports Tournament - assumenda cresco,Sports Tournament,2025-12-17T23:40:48.740Z,HOSTEL_B,pending,2025-10-16T07:41:54.228Z
RSVP_000286,EVT_0029,E100762,riya.agarwal@iitg.ac.in,Alumni Meet - rerum adiuvo,Alumni Meet,2025-12-28T16:31:02.286Z,AC_201,pending,2025-10-13T15:58:06.316Z
RSVP_000287,EVT_0029,E100159,sai.kumar@iitg.ac.in,Technical Workshop - conservo valeo,Technical Workshop,2026-03-09T00:26:52.786Z,LIB_L3,declined,2025-09-21T00:37:06.175Z
RSVP_000288,EVT_0029,E100764,riya.desai@iitg.ac.in,Alumni Meet - surculus dapifer,Alumni Meet,2025-12-27T22:36:10.775Z,AC_301,confirmed,2025-10-24T19:55:44.946Z
RSVP_000289,EVT_0029,E100376,saanvi.patel@iitg.ac.in,Seminar - commemoro brevis,Seminar,2026-02-05T13:20:14.453Z,CC_SERVER,confirmed,2025-10-06T11:14:37.855Z
RSVP_000290,EVT_0029,E100794,saanvi.shah@iitg.ac.in,Guest Lecture - totidem demum,Guest Lecture,2025-12-25T02:06:24.105Z,HOSTEL_B,confirmed,2025-09-20T06:51:29.482Z
RSVP_000291,EVT_0030,E100024,aditya.malhotra@iitg.ac.in,Seminar - colo sopor,Seminar,2026-01-22T07:26:08.277Z,LIB_L1,confirmed,2025-09-19T14:11:53.227Z
RSVP_000292,EVT_0030,E100139,atharv.joshi@iitg.ac.in,Career Fair - capto cohaero,Career Fair,2025-11-15T07:00:58.043Z,LIB_ENT,confirmed,2025-10-23T01:22:31.789Z
RSVP_000293,EVT_0030,E100385,ishaan.bansal@iitg.ac.in,Technical Workshop - vito tribuo,Technical Workshop,2026-01-20T11:24:31.685Z,GYM_MAIN,pending,2025-09-29T08:19:13.452Z
RSVP_000294,EVT_0030,E100605,ishaan.shah@iitg.ac.in,Seminar - corrigo adversus,Seminar,2025-12-12T11:37:05.199Z,LAB_102,pending,2025-10-20T14:48:24.019Z
RSVP_000295,EVT_0030,E100380,pranav.joshi@iitg.ac.in,Seminar - valde tricesimus,Seminar,2025-11-10T06:19:30.834Z,LIB_L3,confirmed,2025-10-21T23:21:19.577Z
RSVP_000296,EVT_0030,E100935,pari.joshi@iitg.ac.in,Alumni Meet - amissio utroque,Alumni Meet,2025-12-25T01:03:18.229Z,LAB_101,confirmed,2025-09-23T13:25:06.330Z
RSVP_000297,EVT_0030,E100958,aarav.sharma@iitg.ac.in,Guest Lecture - aspicio tunc,Guest Lecture,2026-03-11T03:28:26.229Z,AC_102,confirmed,2025-10-21T16:21:53.871Z
RSVP_000298,EVT_0030,E100702,ayaan.arora@iitg.ac.in,Sports Tournament - et cibo,Sports Tournament,2026-01-23T18:41:01.640Z,LAB_102,confirmed,2025-10-11T06:03:10.591Z
RSVP_000299,EVT_0030,E100603,advik.kapoor@iitg.ac.in,Cultural Event - usus confido,Cultural Event,2026-01-30T12:50:00.261Z,AUD_MAIN,confirmed,2025-09-29T17:37:59.652Z
RSVP_000300,EVT_0030,E100036,pari.yadav@iitg.ac.in,Technical Workshop - deripio caste,Technical Workshop,2025-12-31T07:28:32.580Z,HOSTEL_C,confirmed,2025-10-04T05:57:11.324Z
RSVP_000301,EVT_0031,E100115,shaurya.pandey@iitg.ac.in,Sports Tournament - demergo velit,Sports Tournament,2025-12-27T14:32:27.600Z,CAF_FOOD_COURT,confirmed,2025-10-15T15:47:03.724Z
RSVP_000302,EVT_0031,E100227,atharv.bansal@iitg.ac.in,Conference - adficio summa,Conference,2025-11-13T06:50:05.638Z,CC_SERVER,confirmed,2025-10-25T09:43:33.387Z
RSVP_000303,EVT_0031,E100213,ira.agarwal@iitg.ac.in,Cultural Event - aliquam vulpes,Cultural Event,2025-12-20T08:57:37.545Z,GYM_INDOOR,confirmed,2025-10-22T01:03:53.735Z
RSVP_000304,EVT_0031,E100005,tara.kapoor@iitg.ac.in,Alumni Meet - suppono cohibeo,Alumni Meet,2026-04-24T17:34:30.515Z,ADMIN_LOBBY,confirmed,2025-10-11T21:11:04.434Z
RSVP_000305,EVT_0031,E100856,ayaan.arora@iitg.ac.in,Cultural Event - confero cresco,Cultural Event,2026-02-21T11:37:13.912Z,CAF_FOOD_COURT,confirmed,2025-10-08T01:06:56.790Z
RSVP_000306,EVT_0031,E100266,aarav.kumar@iitg.ac.in,Conference - territo saepe,Conference,2026-01-05T21:10:10.188Z,CC_LAB2,confirmed,2025-10-15T08:15:00.898Z
RSVP_000307,EVT_0031,E100198,ira.shah@iitg.ac.in,Cultural Event - curis atqui,Cultural Event,2026-01-28T03:10:16.835Z,GYM_INDOOR,confirmed,2025-09-22T05:19:01.305Z
RSVP_000308,EVT_0031,E100620,neha.chopra@iitg.ac.in,Guest Lecture - balbus reprehenderit,Guest Lecture,2026-01-15T04:40:29.090Z,ADMIN_LOBBY,pending,2025-09-25T07:45:43.193Z
RSVP_000309,EVT_0031,E100534,reyansh.pandey@iitg.ac.in,Research Presentation - sed sublime,Research Presentation,2026-02-20T02:04:43.573Z,LAB_102,pending,2025-10-05T23:58:26.533Z
RSVP_000310,EVT_0031,E100652,ananya.kumar@iitg.ac.in,Guest Lecture - veritas acer,Guest Lecture,2026-01-18T16:45:52.114Z,AC_201,confirmed,2025-09-23T00:48:50.909Z
RSVP_000311,EVT_0032,E100658,saanvi.modi@iitg.ac.in,Career Fair - accendo cribro,Career Fair,2026-04-21T10:32:14.715Z,ADMIN_LOBBY,declined,2025-10-04T11:56:46.264Z
RSVP_000312,EVT_0032,E100269,diya.mishra@iitg.ac.in,Guest Lecture - arcesso ab,Guest Lecture,2026-01-02T15:38:08.884Z,LAB_101,confirmed,2025-10-18T09:27:06.666Z
RSVP_000313,EVT_0032,E100548,advik.modi@iitg.ac.in,Research Presentation - tamquam angelus,Research Presentation,2026-04-20T19:55:21.399Z,LIB_L3,confirmed,2025-09-20T04:48:34.312Z
RSVP_000314,EVT_0032,E100847,kavya.pandey@iitg.ac.in,Career Fair - subseco uxor,Career Fair,2026-03-15T14:13:51.810Z,AC_201,confirmed,2025-10-16T20:59:21.318Z
RSVP_000315,EVT_0032,E100382,vivaan.reddy@iitg.ac.in,Seminar - ciminatio sopor,Seminar,2026-02-11T13:54:00.305Z,AUD_MAIN,confirmed,2025-10-12T20:51:48.702Z
RSVP_000316,EVT_0032,E100381,pari.kumar@iitg.ac.in,Technical Workshop - ager quaerat,Technical Workshop,2026-01-01T11:03:24.125Z,AC_201,confirmed,2025-10-21T14:39:34.100Z
RSVP_000317,EVT_0032,E100899,anika.kumar@iitg.ac.in,Conference - coruscus dolorem,Conference,2025-12-19T22:53:18.672Z,HOSTEL_A,confirmed,2025-10-07T19:01:57.583Z
RSVP_000318,EVT_0032,E100583,krishna.saxena@iitg.ac.in,Alumni Meet - vinculum virgo,Alumni Meet,2025-11-26T03:33:54.467Z,LIB_L3,confirmed,2025-10-13T17:26:38.551Z
RSVP_000319,EVT_0032,E100865,pari.srivastava@iitg.ac.in,Festival Celebration - deporto viridis,Festival Celebration,2025-11-04T22:37:33.007Z,LIB_ENT,confirmed,2025-10-10T21:58:00.712Z
RSVP_000320,EVT_0032,E100766,pari.joshi@iitg.ac.in,Conference - triumphus bellicus,Conference,2025-11-20T17:52:58.789Z,LAB_101,confirmed,2025-10-17T12:16:53.402Z
RSVP_000321,EVT_0033,E100662,myra.desai@iitg.ac.in,Career Fair - arca vergo,Career Fair,2025-10-28T04:24:50.758Z,AC_301,confirmed,2025-10-15T15:13:58.484Z
RSVP_000322,EVT_0033,E100200,myra.srivastava@iitg.ac.in,Festival Celebration - consequatur adsidue,Festival Celebration,2025-12-05T14:04:34.880Z,CC_LAB2,confirmed,2025-10-11T03:39:43.126Z
RSVP_000323,EVT_0033,E100960,nisha.pandey@iitg.ac.in,Research Presentation - sordeo bene,Research Presentation,2026-01-29T20:04:30.684Z,LAB_101,confirmed,2025-10-06T20:32:24.396Z
RSVP_000324,EVT_0033,E100358,vihaan.patel@iitg.ac.in,Career Fair - suffragium tergiversatio,Career Fair,2025-12-29T12:13:39.883Z,LAB_101,declined,2025-10-10T11:49:44.244Z
RSVP_000325,EVT_0033,E100725,pari.malhotra@iitg.ac.in,Career Fair - bellicus vestigium,Career Fair,2026-02-14T22:37:25.340Z,LAB_201,confirmed,2025-10-08T16:12:24.105Z
RSVP_000326,EVT_0033,E100426,siya.agarwal@iitg.ac.in,Alumni Meet - tredecim adipiscor,Alumni Meet,2025-11-06T16:05:25.517Z,LIB_L2,confirmed,2025-09-25T22:19:57.986Z
RSVP_000327,EVT_0033,E100795,ananya.chopra@iitg.ac.in,Research Presentation - aequitas vis,Research Presentation,2025-11-19T13:28:38.616Z,LIB_L2,confirmed,2025-09-22T14:39:35.934Z
RSVP_000328,EVT_0033,E100937,aditya.chopra@iitg.ac.in,Research Presentation - supplanto depereo,Research Presentation,2026-02-06T04:58:20.444Z,CAF_FOOD_COURT,confirmed,2025-10-14T17:30:12.218Z
RSVP_000329,EVT_0033,E100888,arjun.tiwari@iitg.ac.in,Cultural Event - comitatus cubitum,Cultural Event,2026-01-22T09:12:46.932Z,LAB_201,confirmed,2025-09-22T20:38:43.289Z
RSVP_000330,EVT_0033,E100339,ayaan.malhotra@iitg.ac.in,Guest Lecture - suffoco cibus,Guest Lecture,2026-01-29T23:43:25.304Z,GYM_MAIN,confirmed,2025-09-20T08:32:35.496Z
RSVP_000331,EVT_0034,E100127,ayaan.bansal@iitg.ac.in,Conference - conqueror approbo,Conference,2026-01-19T12:28:55.278Z,HOSTEL_A,confirmed,2025-10-07T22:49:20.469Z
RSVP_000332,EVT_0034,E100283,myra.singh@iitg.ac.in,Career Fair - decimus cito,Career Fair,2026-01-12T00:39:00.059Z,LAB_201,pending,2025-09-23T19:46:35.145Z
RSVP_000333,EVT_0034,E100769,advik.desai@iitg.ac.in,Alumni Meet - somniculosus tondeo,Alumni Meet,2026-02-27T11:10:22.465Z,LAB_102,pending,2025-10-25T08:46:57.664Z
RSVP_000334,EVT_0034,E100233,shaurya.patel@iitg.ac.in,Guest Lecture - tabernus acidus,Guest Lecture,2025-11-03T04:59:52.730Z,GYM_INDOOR,confirmed,2025-09-28T01:41:22.783Z
RSVP_000335,EVT_0034,E100332,myra.bansal@iitg.ac.in,Technical Workshop - tribuo sol,Technical Workshop,2026-04-22T05:29:58.305Z,CAF_MAIN,confirmed,2025-10-05T06:02:09.895Z
RSVP_000336,EVT_0034,E100289,vivaan.chopra@iitg.ac.in,Cultural Event - viduo defero,Cultural Event,2026-03-25T10:27:18.030Z,HOSTEL_A,pending,2025-09-25T01:49:28.229Z
RSVP_000337,EVT_0034,E100869,ananya.sharma@iitg.ac.in,Career Fair - vivo aufero,Career Fair,2025-11-23T04:21:04.841Z,CAF_MAIN,declined,2025-10-24T04:06:52.173Z
RSVP_000338,EVT_0034,E100018,myra.joshi@iitg.ac.in,Career Fair - ademptio dapifer,Career Fair,2026-04-05T00:02:05.423Z,CC_LAB1,confirmed,2025-10-06T00:16:08.494Z
RSVP_000339,EVT_0034,E100810,aarav.yadav@iitg.ac.in,Seminar - nobis volo,Seminar,2026-04-03T11:38:24.726Z,AUD_MAIN,confirmed,2025-10-03T02:36:26.004Z
RSVP_000340,EVT_0034,E100124,sai.sharma@iitg.ac.in,Festival Celebration - demitto ante,Festival Celebration,2026-02-13T10:25:18.018Z,HOSTEL_C,confirmed,2025-09-28T21:53:09.920Z
RSVP_000341,EVT_0035,E100292,ishaan.tiwari@iitg.ac.in,Guest Lecture - ars provident,Guest Lecture,2025-11-26T10:38:14.164Z,HOSTEL_A,confirmed,2025-10-21T06:45:27.161Z
RSVP_000342,EVT_0035,E100011,atharv.tiwari@iitg.ac.in,Festival Celebration - vir canto,Festival Celebration,2026-04-25T17:37:26.898Z,LIB_L3,confirmed,2025-10-21T20:26:03.746Z
RSVP_000343,EVT_0035,E100367,diya.tiwari@iitg.ac.in,Cultural Event - color cotidie,Cultural Event,2025-12-16T10:14:52.962Z,ADMIN_LOBBY,confirmed,2025-10-16T18:38:27.603Z
RSVP_000344,EVT_0035,E100262,arjun.gupta@iitg.ac.in,Guest Lecture - adstringo aestivus,Guest Lecture,2026-02-13T07:27:22.954Z,LIB_L1,confirmed,2025-09-19T19:28:28.639Z
RSVP_000345,EVT_0035,E100348,sana.tiwari@iitg.ac.in,Career Fair - adulescens facilis,Career Fair,2025-12-11T11:05:35.318Z,AC_301,confirmed,2025-09-20T10:45:08.111Z
RSVP_000346,EVT_0035,E100441,neha.malhotra@iitg.ac.in,Research Presentation - cunctatio vergo,Research Presentation,2025-11-14T08:13:46.043Z,LIB_L3,confirmed,2025-10-20T06:36:18.563Z
RSVP_000347,EVT_0035,E100651,vihaan.chopra@iitg.ac.in,Career Fair - umerus magnam,Career Fair,2026-01-25T20:44:56.425Z,AUD_MAIN,confirmed,2025-10-11T11:28:58.449Z
RSVP_000348,EVT_0035,E100191,arjun.singh@iitg.ac.in,Technical Workshop - quia tres,Technical Workshop,2025-11-25T02:35:05.958Z,LAB_102,declined,2025-10-05T08:54:39.974Z
RSVP_000349,EVT_0035,E100890,priya.srivastava@iitg.ac.in,Guest Lecture - ustulo tero,Guest Lecture,2025-11-30T14:42:06.848Z,AC_102,confirmed,2025-10-21T20:58:34.620Z
RSVP_000350,EVT_0035,E100807,ananya.yadav@iitg.ac.in,Career Fair - clamo cattus,Career Fair,2026-01-20T15:50:55.954Z,CAF_MAIN,confirmed,2025-10-18T08:37:46.725Z
RSVP_000351,EVT_0036,E100686,tara.kapoor@iitg.ac.in,Technical Workshop - aggero ustulo,Technical Workshop,2025-12-14T06:43:22.291Z,HOSTEL_A,pending,2025-10-13T05:44:13.842Z
RSVP_000352,EVT_0036,E100764,riya.desai@iitg.ac.in,Alumni Meet - vinitor suffragium,Alumni Meet,2026-04-14T08:54:43.337Z,ADMIN_OFFICE,confirmed,2025-09-19T23:50:59.376Z
RSVP_000353,EVT_0036,E100097,myra.modi@iitg.ac.in,Technical Workshop - demulceo cenaculum,Technical Workshop,2025-10-27T10:01:49.580Z,HOSTEL_C,confirmed,2025-10-02T18:06:47.989Z
RSVP_000354,EVT_0036,E100996,krishna.kumar@iitg.ac.in,Guest Lecture - damnatio solum,Guest Lecture,2025-12-18T16:23:49.115Z,LIB_L2,confirmed,2025-10-19T23:55:41.888Z
RSVP_000355,EVT_0036,E100752,diya.modi@iitg.ac.in,Alumni Meet - stabilis eum,Alumni Meet,2026-02-20T04:34:53.601Z,AC_201,confirmed,2025-09-23T20:03:51.100Z
RSVP_000356,EVT_0036,E100158,advik.saxena@iitg.ac.in,Seminar - valens virga,Seminar,2025-12-01T23:57:42.187Z,LIB_L3,pending,2025-09-30T23:17:03.507Z
RSVP_000357,EVT_0036,E100127,ayaan.bansal@iitg.ac.in,Guest Lecture - unde triumphus,Guest Lecture,2025-12-10T18:28:25.722Z,HOSTEL_C,pending,2025-10-23T21:05:07.604Z
RSVP_000358,EVT_0036,E100000,riya.modi@iitg.ac.in,Guest Lecture - tyrannus amaritudo,Guest Lecture,2025-11-23T06:19:15.347Z,LAB_102,confirmed,2025-09-21T10:03:34.544Z
RSVP_000359,EVT_0036,E100672,tara.mishra@iitg.ac.in,Technical Workshop - vorago venustas,Technical Workshop,2025-12-19T02:21:53.672Z,LIB_ENT,confirmed,2025-10-23T19:58:31.369Z
RSVP_000360,EVT_0036,E100156,diya.shah@iitg.ac.in,Technical Workshop - dens civis,Technical Workshop,2026-02-01T10:24:57.075Z,HOSTEL_B,confirmed,2025-10-07T02:16:16.548Z
RSVP_000361,EVT_0037,E100159,sai.kumar@iitg.ac.in,Cultural Event - aduro currus,Cultural Event,2025-12-04T04:01:08.224Z,LAB_201,pending,2025-09-29T03:44:47.275Z
RSVP_000362,EVT_0037,E100264,sai.malhotra@iitg.ac.in,Technical Workshop - voluptatem speculum,Technical Workshop,2025-12-23T09:35:50.679Z,LIB_ENT,confirmed,2025-09-19T21:21:02.441Z
RSVP_000363,EVT_0037,E100029,advik.pandey@iitg.ac.in,Festival Celebration - capio adeptio,Festival Celebration,2026-01-27T08:32:38.957Z,ADMIN_LOBBY,declined,2025-10-22T11:10:51.278Z
RSVP_000364,EVT_0037,E100324,nisha.arora@iitg.ac.in,Sports Tournament - somnus utrum,Sports Tournament,2026-01-08T07:24:24.479Z,HOSTEL_A,declined,2025-10-09T23:17:27.711Z
RSVP_000365,EVT_0037,E100152,krishna.singh@iitg.ac.in,Alumni Meet - suppellex blanditiis,Alumni Meet,2026-02-14T07:23:51.977Z,HOSTEL_B,pending,2025-10-01T17:13:39.403Z
RSVP_000366,EVT_0037,E100420,nisha.bansal@iitg.ac.in,Festival Celebration - somniculosus balbus,Festival Celebration,2026-04-24T03:15:25.389Z,AUD_SEMINAR,confirmed,2025-09-26T20:49:39.906Z
RSVP_000367,EVT_0037,E100413,saanvi.gupta@iitg.ac.in,Conference - vigilo adsuesco,Conference,2025-12-06T02:33:17.998Z,CAF_FOOD_COURT,confirmed,2025-10-20T06:21:42.777Z
RSVP_000368,EVT_0037,E100609,atharv.agarwal@iitg.ac.in,Research Presentation - valeo turbo,Research Presentation,2026-03-23T23:51:17.474Z,HOSTEL_B,confirmed,2025-10-10T06:41:57.757Z
RSVP_000369,EVT_0037,E100247,sai.reddy@iitg.ac.in,Sports Tournament - taedium aperte,Sports Tournament,2025-12-14T07:36:25.740Z,CAF_MAIN,declined,2025-10-15T17:32:51.844Z
RSVP_000370,EVT_0037,E100527,atharv.kapoor@iitg.ac.in,Festival Celebration - cur cunctatio,Festival Celebration,2026-01-14T19:33:26.577Z,LAB_101,confirmed,2025-10-12T21:14:51.228Z
RSVP_000371,EVT_0038,E100293,pari.tiwari@iitg.ac.in,Career Fair - volutabrum stultus,Career Fair,2026-01-18T16:11:25.128Z,LAB_201,confirmed,2025-10-18T18:47:37.887Z
RSVP_000372,EVT_0038,E100486,ananya.yadav@iitg.ac.in,Career Fair - tepidus spes,Career Fair,2026-04-07T01:07:29.736Z,CC_LAB1,declined,2025-09-19T12:12:15.282Z
RSVP_000373,EVT_0038,E100783,saanvi.arora@iitg.ac.in,Conference - defleo pecus,Conference,2026-01-10T20:52:13.971Z,HOSTEL_C,declined,2025-10-20T08:00:45.680Z
RSVP_000374,EVT_0038,E100762,riya.agarwal@iitg.ac.in,Seminar - commodi cupiditate,Seminar,2026-03-01T14:20:31.866Z,LIB_L1,confirmed,2025-09-24T18:57:54.497Z
RSVP_000375,EVT_0038,E100108,myra.bansal@iitg.ac.in,Conference - curatio tredecim,Conference,2026-02-11T23:52:45.800Z,CC_SERVER,pending,2025-10-25T08:24:17.520Z
RSVP_000376,EVT_0038,E100225,ananya.patel@iitg.ac.in,Conference - tui optio,Conference,2025-11-11T07:27:38.367Z,HOSTEL_A,confirmed,2025-09-23T04:56:07.355Z
RSVP_000377,EVT_0038,E100629,saanvi.verma@iitg.ac.in,Cultural Event - expedita modi,Cultural Event,2026-01-18T14:21:56.185Z,AC_201,confirmed,2025-09-20T15:28:33.469Z
RSVP_000378,EVT_0038,E100457,advik.mehta@iitg.ac.in,Guest Lecture - tantum corporis,Guest Lecture,2026-03-31T09:19:40.237Z,HOSTEL_C,confirmed,2025-10-19T10:04:18.264Z
RSVP_000379,EVT_0038,E100235,sai.patel@iitg.ac.in,Sports Tournament - tabula civis,Sports Tournament,2026-01-08T17:26:07.829Z,HOSTEL_A,pending,2025-10-23T11:20:12.062Z
RSVP_000380,EVT_0038,E100152,krishna.singh@iitg.ac.in,Conference - adeptio cernuus,Conference,2025-11-10T01:02:52.273Z,GYM_MAIN,confirmed,2025-10-02T15:23:10.878Z
RSVP_000381,EVT_0039,E100143,ishaan.mehta@iitg.ac.in,Festival Celebration - comitatus non,Festival Celebration,2026-04-03T14:36:52.460Z,LIB_ENT,pending,2025-10-18T14:08:26.695Z
RSVP_000382,EVT_0039,E100061,nisha.chopra@iitg.ac.in,Conference - officiis absque,Conference,2025-11-24T10:05:34.540Z,CC_LAB1,confirmed,2025-10-09T11:41:33.649Z
RSVP_000383,EVT_0039,E100302,tara.agarwal@iitg.ac.in,Festival Celebration - quae conor,Festival Celebration,2026-01-08T23:46:43.447Z,CC_LAB1,confirmed,2025-10-05T08:47:29.394Z
RSVP_000384,EVT_0039,E100264,sai.malhotra@iitg.ac.in,Research Presentation - tempore usque,Research Presentation,2025-11-17T20:09:59.239Z,AUD_SEMINAR,confirmed,2025-10-02T03:07:55.500Z
RSVP_000385,EVT_0039,E100374,vivaan.joshi@iitg.ac.in,Research Presentation - calco alius,Research Presentation,2025-12-11T20:18:28.357Z,ADMIN_OFFICE,pending,2025-10-14T02:05:12.800Z
RSVP_000386,EVT_0039,E100378,myra.malhotra@iitg.ac.in,Festival Celebration - tergo deprimo,Festival Celebration,2025-12-28T11:46:05.911Z,LAB_101,confirmed,2025-10-20T18:57:17.400Z
RSVP_000387,EVT_0039,E100088,saanvi.verma@iitg.ac.in,Conference - caries quam,Conference,2026-02-03T09:37:29.787Z,GYM_MAIN,confirmed,2025-10-08T07:32:57.575Z
RSVP_000388,EVT_0039,E100533,ira.joshi@iitg.ac.in,Technical Workshop - nam omnis,Technical Workshop,2025-11-23T14:28:58.483Z,GYM_MAIN,pending,2025-10-23T13:00:39.022Z
RSVP_000389,EVT_0039,E100140,shaurya.tiwari@iitg.ac.in,Career Fair - corrigo terminatio,Career Fair,2026-02-02T23:46:46.701Z,LIB_L3,confirmed,2025-10-24T20:01:17.287Z
RSVP_000390,EVT_0039,E100732,shaurya.mishra@iitg.ac.in,Guest Lecture - sordeo vitae,Guest Lecture,2026-04-12T20:37:00.009Z,LAB_101,confirmed,2025-10-19T13:05:11.304Z
RSVP_000391,EVT_0040,E100253,saanvi.malhotra@iitg.ac.in,Festival Celebration - vere triumphus,Festival Celebration,2026-04-10T11:28:49.749Z,LAB_102,confirmed,2025-10-10T06:33:44.809Z
RSVP_000392,EVT_0040,E100162,diya.srivastava@iitg.ac.in,Guest Lecture - alii sapiente,Guest Lecture,2026-01-24T05:04:45.074Z,LIB_L2,declined,2025-09-21T15:14:21.124Z
RSVP_000393,EVT_0040,E100517,saanvi.malhotra@iitg.ac.in,Cultural Event - distinctio tibi,Cultural Event,2026-02-21T10:12:54.395Z,AUD_MAIN,declined,2025-09-19T22:33:58.553Z
RSVP_000394,EVT_0040,E100972,ananya.bansal@iitg.ac.in,Festival Celebration - acervus condico,Festival Celebration,2025-10-26T09:58:17.868Z,AC_301,confirmed,2025-10-13T19:15:16.612Z
RSVP_000395,EVT_0040,E100894,priya.pandey@iitg.ac.in,Seminar - somniculosus sapiente,Seminar,2026-03-13T13:35:02.382Z,HOSTEL_C,confirmed,2025-09-21T10:45:42.025Z
RSVP_000396,EVT_0040,E100648,ananya.modi@iitg.ac.in,Festival Celebration - amplexus vulgo,Festival Celebration,2026-04-22T06:46:40.070Z,LAB_201,confirmed,2025-10-19T23:56:35.706Z
RSVP_000397,EVT_0040,E100099,pranav.kapoor@iitg.ac.in,Research Presentation - corrumpo nesciunt,Research Presentation,2026-02-24T02:57:36.109Z,HOSTEL_C,confirmed,2025-09-23T22:09:45.725Z
RSVP_000398,EVT_0040,E100220,nisha.saxena@iitg.ac.in,Seminar - temporibus cultura,Seminar,2025-11-13T03:46:28.400Z,LAB_101,confirmed,2025-09-26T12:07:21.722Z
RSVP_000399,EVT_0040,E100190,pari.sharma@iitg.ac.in,Alumni Meet - cinis totidem,Alumni Meet,2026-02-28T07:41:47.377Z,CAF_MAIN,confirmed,2025-10-03T17:13:56.521Z
RSVP_000400,EVT_0040,E100454,ananya.arora@iitg.ac.in,Conference - carcer uredo,Conference,2025-11-28T18:10:33.634Z,HOSTEL_C,confirmed,2025-10-15T04:03:40.359Z
RSVP_000401,EVT_0041,E100976,aarav.gupta@iitg.ac.in,Career Fair - voluptatem annus,Career Fair,2026-03-06T21:46:04.289Z,HOSTEL_A,confirmed,2025-09-25T20:43:07.049Z
RSVP_000402,EVT_0041,E100796,tara.pandey@iitg.ac.in,Cultural Event - suffoco adamo,Cultural Event,2025-11-18T16:21:52.214Z,AC_101,confirmed,2025-10-18T18:35:44.921Z
RSVP_000403,EVT_0041,E100282,pranav.srivastava@iitg.ac.in,Conference - tempora veritatis,Conference,2026-03-15T19:50:31.909Z,ADMIN_LOBBY,pending,2025-09-21T16:41:05.230Z
